Program Number,Program Title,Department/Ind. Agency,Sub-Tier,Related Federal Assistance,Last Date Modified,Types of Assistance,Date Published,Funded,POC Information
93.249,Public Health Training Centers Program,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",HEALTH RESOURCES AND SERVICES ADMINISTRATION,93.516,4-Sep-15,B - Project Grants,8-May-15,False,"Julia Sheen-Aaron, Chief, Behavioral and Public Health Branch, Division of Nursing and Public Health, Bureau of Health Workforce
Room 9C-26 , 5600 Fishers Lane, Rockville MD 20857
(301) 443-3875
"
97.049,Presidential Declared Disaster Assistance - Disaster Housing Operations for Individuals and Households,"HOMELAND SECURITY, DEPARTMENT OF",,"97.048, 97.050",31-Aug-15,C - Direct Payments for Specified Use,20-Aug-14,False,"Department of Homeland Security, Federal Emergency Management Agency (FEMA)
500 C Street SW, Sixth Floor, Washington DC 20472-3100
(202) 212-1000
"
15.934,Abandoned Mine Hazard Mitigation,"INTERIOR, DEPARTMENT OF THE",NATIONAL PARK SERVICE,,31-Aug-15,B - Cooperative Agreements (Discretionary Grants),12-Apr-13,False,"Dave Steensen,
National Park Service, Geologic Resource Division, Abandoned Mine Land Program, National Resource Program Center, P.O. Box 25287, Denver CO 80225-0287
(303) 969-2014.
"
15.936,Shenandoah Valley Battlefields National Historic District Battlefield Acquisition and Protection,"INTERIOR, DEPARTMENT OF THE",NATIONAL PARK SERVICE,,31-Aug-15,C - Direct Payments for Specified Use,12-Apr-13,False,"Kristen McMasters
1201 Eye Street, NW (2255) 6th Floor , Washington DC 20005
(202) 354-2037
"
11.618,National Institute of Standards and Technology Construction Grant Program,"COMMERCE, DEPARTMENT OF",NATIONAL INSTITUTE OF STANDARDS AND TECHNOLOGY,,26-Aug-15,B - Project Grants,22-Sep-13,False,"Michael Diestel
National Institute of Standards and Technology
100 Bureau Drive, Gaithersburg MD 20899
301-975-8809
"
84.412,Race to the Top  Early Learning Challenge,"EDUCATION, DEPARTMENT OF",,"93.708, 93.600, 84.173, 84.416, 84.181, 93.709, 93.575",21-Aug-15,B - Project Grants,16-Aug-14,False,"Deborah Spitz
Office of Early Learning, Office of Elementary and Secondary Education, U.S. Department of Education, 400 Maryland Ave., SW, Washington DC 20202
(202) 260-3793
"
10.861,Public Television Station Digital Transition Grant Program,"AGRICULTURE, DEPARTMENT OF",RURAL UTILITIES SERVICE,,13-Aug-15,B - Project Grants,7-Aug-14,False,"Assistant Administrator, Telecommunications Program,
Rural Utilities Service, 1400 Independence Avenue, S.W., STOP 1590, Washington DC 20250
(202) 720-9564.
"
10.316,Healthy Urban Food Enterprise Development Center (HUFED),"AGRICULTURE, DEPARTMENT OF",NATIONAL INSTITUTE OF FOOD AND AGRICULTURE,10.225,13-Aug-15,B - Project Grants,26-Aug-14,False,"USDA, NIFA, National Program Leader, 
Institute of Food Safety and Nutrition, Division of Nutrition, 1400 Independence Avenue, SW., STOP 2225, Washington DC 20250-2225
(202) 401-2138
"
10.781,Water and Waste Disposal Systems for Rural Communities - ARRA,"AGRICULTURE, DEPARTMENT OF",RURAL UTILITIES SERVICE,"11.300, 14.218",13-Aug-15,B - Project Grants,7-Aug-14,False,"Assistant Administrator, Water and Environmental Programs,
Department of Agriculture, Rural Utilities Service, Water and Environmental Programs, 1400 Independence Ave., SW, Stop 1548, Washington DC 20250
(202) 690-2670.
"
59.06,Small Business Teaming Pilot Program,SMALL BUSINESS ADMINISTRATION,,,11-Aug-15,B - Cooperative Agreements (Discretionary Grants),25-Mar-11,False,"Ajoy Sinha
409 3rd. Street, S.W., Suite 8000, Washington DC 20416
202-205-1904
"
93.443,Health Promotion/Disease Prevention Program for American Indians and Alaska Natives,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",INDIAN HEALTH SERVICE,,11-Aug-15,B - Cooperative Agreements,27-Jun-14,False,"Grants Policy Office
801 Thompson Avenue, Suite TMP 360, Rockville MD 20852
301-443-5204
"
10.591,Disaster Relief Appropriations ActEmergency Food Assistance Program (Commodities),"AGRICULTURE, DEPARTMENT OF",FOOD AND NUTRITION SERVICE,"10.568, 10.551, 10.569",6-Aug-15,A - Formula Grants,27-Jul-14,False,"Anne Fiala
3101 Park Center Drive, Suite 500, Alexandria VA 22302 
703-305-2662
"
10.59,Disaster Relief Appropriations Act - Emergency Food Assistance Program (Administrative Costs),"AGRICULTURE, DEPARTMENT OF",FOOD AND NUTRITION SERVICE,"10.568, 10.551, 10.569",6-Aug-15,Z - Salaries and Expenses,10-Aug-14,False,"Anne Fiala
3101 Park Center Drive, Suite 500, Alexandria VA 22302 
703-305-2662
"
19.014,One-Time International Exchange Grant Program,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",,6-Aug-15,B - Project Grants,9-Jul-09,False,"Lana Muck for Academic Programs / Sheila Casey for Professional Exchanges
Department of State
Bureau of Educational and Cultural Affairs
2200 C Street, NW, SA-05, Washington DC 20037
(202) 632-9330 / 632-6070
"
10.588,Assessment of Alternatives to Face-to-Face Interviews in SNAP,"AGRICULTURE, DEPARTMENT OF",FOOD AND NUTRITION SERVICE,"10.551, 10.580",30-Jul-15,Z - Salaries and Expenses,14-Aug-14,False,"Rosemarie Downer
3101 Park Center Drive, Alexandria VA 22302
7033052129
"
10.583,Hunger Free Communities,"AGRICULTURE, DEPARTMENT OF",FOOD AND NUTRITION SERVICE,,30-Jul-15,Z - Salaries and Expenses,5-Sep-14,False,"Raymond Magee
Food and Nutrition Service
Office of the Chief Communications Officer, External and Governmental Affairs
3101 Park Center Drive, Alexandria VA 22302
(703) 305-2657
"
93.715,Recovery Act  Comparative Effectiveness Research - AHRQ,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",AGENCY FOR HEALTHCARE RESEARCH AND QUALITY,"93.225, 93.226",13-Jul-15,B - Project Grants (Discretionary),15-Aug-14,False,"Yen-Pin Chiang
540 Gaither Rd, Rockville MD 20850
301-427-1493
"
14.26,Veterans Homelessness Prevention Demonstration Program,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",Office of Community Planning and Development,"14.238, 14.235, 14.241, 14.249, 14.231, 14.231",26-Jun-15,B - Project Grants,13-Aug-14,False,"Brian Fitzmaurice,
Office of Special Needs Assistance Programs, U.S. Department of Housing and Urban Development, Community Planning and Development, 451 7th Street, SW, Room 7262, Washington DC 20410
202-708-4300
"
97.065,Homeland Security Advanced Research Projects Agency,"HOMELAND SECURITY, DEPARTMENT OF",,,18-Jun-15,B - Project Grants (Cooperative Agreements or Contracts),7-Jun-14,False,"Marsha Mathis
245 Murray Lane, SW, Building 410, Mail Stop 0115, Washington DC  20528
(202) 447-5950
"
20.764,Hydrogen Storage Research and Development,"TRANSPORTATION, DEPARTMENT OF",OFFICE OF THE SECRETARY,,15-Jun-15,B - Project Grants,30-Sep-14,False,"Dawn Tucker-Thomas,
1200 New Jersey Avenue, S.E, Washington DC 20590
(202) 366-8018.
"
59.057,America's Recovery Capital Loans,SMALL BUSINESS ADMINISTRATION,,,3-Jun-15,E - Direct Loans,3-Jun-09,False,"SBA Executive Secretariat
409 3rd. Street, SW, Washington DC 20416
1-800-827-5722
"
59.056,Secondary Market Lending Authority,SMALL BUSINESS ADMINISTRATION,,,3-Jun-15,E - Direct Loans,3-Jun-09,False,"SBA Executive Secretariat
409 3rd. Street, SW, Washington DC 20416
1-800-827-5722
"
59.07,Drug-Free Workplace Program,SMALL BUSINESS ADMINISTRATION,,,3-Jun-15,Z - Salaries and Expenses,17-Jun-09,False,"SBA Executive Secretariat
409 3rd. Street, SW , Washington DC 20416
1-800-827-5722
"
59.051,New Markets Venture Capital Program,SMALL BUSINESS ADMINISTRATION,,,28-May-15,Z - Salaries and Expenses,17-Jun-09,False,"SBA Executive Secretariat
409 3rd. Street, SW, Washington DC 20416
1-800-827-5722
"
59.049,Small Disadvantaged Businesses,SMALL BUSINESS ADMINISTRATION,,,28-May-15,Z - Salaries and Expenses,17-Jun-09,False,"SBA Executive Secretariat
409 3rd. Street, SW , Washington DC 20416
1-800-827-5722
"
93.72,ARRA - Survey and Certification Ambulatory Surgical Center Healthcare-Associated Infection (ASC-HAI) Prevention Initiative,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",CENTERS FOR MEDICARE AND MEDICAID SERVICES,,27-May-15,A - Formula Grants (Apportionments),30-Aug-14,False,"Angela Mason-Elbert,
7500 Security Boulevard , Baltimore MD 21207
(410) 786-8279.
"
59.009,Procurement Assistance to Small Businesses,SMALL BUSINESS ADMINISTRATION,,"17.301, 59.006, 43.002, 36.001, 17.303, 59.006",27-May-15,Z - Salaries and Expenses,17-Jun-09,False,"SBA Executive Secretariat
409 3rd. Street, SW, Washington DC 20416
1-800-827-5722
"
14.705,Capacity Building for Sustainable Communities,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",Office of Community Planning and Development,"14.703, 14.704",27-May-15,B - Cooperative Agreements,24-Aug-14,False,"Dwayne S. Marsh
451 7th Street SW
Room 10180, Washington DC 20410
(202) 402-6316
"
93.726,ARRA Accelerating Adoption of Comparative Effectiveness Research (CER),"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",IMMED OFFICE OF THE SECRETARY OF HEALTH AND HUMAN SERVICES,,20-Apr-15,B - Project Grants,29-Jun-14,False,"Cille Kennedy
200 Independence Avenue SW, Room 447-D, Washington DC 20201
2022600370
"
10.256,Consumer Data and Information Program,"AGRICULTURE, DEPARTMENT OF",ECONOMIC RESEARCH SERVICE,"10.500, 10.200, 10.202, 10.700, 10.001, 10.203, 10.153",27-Oct-14,B - Project Grants (Cooperative Agreements),3-Sep-13,False,"Nancy A. Thomas
355 E Street SW, Room 7-174, Washington DC 20024-3231
2026945008
"
10.092,Tree Assistance Program,"AGRICULTURE, DEPARTMENT OF",FARM SERVICE AGENCY,10.082,27-Oct-14,D - Direct Payments with Unrestricted Use,25-Aug-13,False,"Terry L. Hill
USDA, DAFP, PECD, GRS, 1400 Independence Ave SW Stop 0517, Washington DC 20250
(202) 720-3087
"
10.091,"Emergency Assistance for Livestock, Honeybees, and Farm-Raised Fish Program","AGRICULTURE, DEPARTMENT OF",FARM SERVICE AGENCY,"10.089, 10.090, 10.088",27-Oct-14,C - Direct Payments for Specified Use,10-Aug-13,False,"Amy Mitchell
USDA, FSA, Production, Emergencies, & Compliance Division, 1400 Independence Ave SW Stop 0517, Washington DC 20250
(202) 720-8954
"
10.088,Livestock Indemnity Program,"AGRICULTURE, DEPARTMENT OF",FARM SERVICE AGENCY,,27-Oct-14,C - Direct Payments for Specified Use,10-Aug-13,False,"Scotty M. Abbott
FSA DAFP PECD, 1400 Independence Ave SW,  Room 4758-S, Washington DC 20250
(202) 720-7997
"
15.813,Cooperative Research Units Training Program,"INTERIOR, DEPARTMENT OF THE",U.S. Geological Survey,15.812,16-Oct-14,B - Project Grants (Discretionary),2-Sep-12,False,"Kevin G. Whalen,
Department of the Interior, Geological Survey, MS 303 National Center, 12201 Sunrise Valley Drive, Reston VA 20192
(703) 648-4062
"
10.437,Interest Assistance Program,"AGRICULTURE, DEPARTMENT OF",FARM SERVICE AGENCY,"10.407, 10.406",19-Sep-14,F - Guaranteed/Insured Loans,28-Aug-13,False,"Bob Bonnet
USDA FSA DAFLP LMD
1400 Independence Avenue, SW
, Washington DC 20250-0522
(202) 720-3889
"
10.101,Hawaii Sugar Disaster Program,"AGRICULTURE, DEPARTMENT OF",FARM SERVICE AGENCY,,19-Sep-14,C - Direct Payments for Specified Use,31-Mar-13,False,"Steve Peterson,
USDA, Deputy Administrator for Farm Programs, Production, Emergencies, and Compliance Division, Disaster Assistance Branch, 14th and Independence Ave SW, Stop 0517, Washington DC 20250
(202) 720-5172
"
10.095,Durum Wheat Quality Program,"AGRICULTURE, DEPARTMENT OF",FARM SERVICE AGENCY,,19-Sep-14,C - Direct Payments for Specified Use,25-Aug-13,False,"Amy Mitchell,
USDA, FSA, Production, Emergencies, & Compliance Division, 1400 Independence Ave SW Stop 0517, Washington DC 20250
(202) 720-8954
"
10.141,Dairy Product Price Support Program,"AGRICULTURE, DEPARTMENT OF",FARM SERVICE AGENCY,10.08,19-Sep-14,"H - Sale, Exchange, or Donation of Property and Goods",28-Aug-13,False,"William A March
1400 Independence Ave SW, Washington DC 20250
202-720-4037
"
10.901,Resource Conservation and Development,"AGRICULTURE, DEPARTMENT OF",NATURAL RESOURCES CONSERVATION SERVICE,10.902,16-Sep-14,Z - Salaries and Expenses,14-Sep-13,False,"Dan Lawson
Natural Resources Conservation Service, Department of Agriculture, 
1400 Independence Avenue, SW
 P.O. Box 2890 , Washington DC 20013
202-720-1510
"
10.856,1890 Land Grant Institutions Rural Entrepreneurial Outreach Program,"AGRICULTURE, DEPARTMENT OF",RURAL BUSINESS COOPERATIVE SERVICE,,12-Sep-14,A - Formula Grants,12-Sep-13,False,"Natalie Melton
1400 Independence Ave, Washington DC 20250
202-690-1371
"
10.778,Research on the Economic Impact of Cooperatives,"AGRICULTURE, DEPARTMENT OF",RURAL BUSINESS COOPERATIVE SERVICE,,12-Sep-14,C - Direct Payments for Specified Use (Cooperative Agreements),14-Sep-13,False,"Deputy Administrator of Coopertativ
1400 Independence Ave, mail stop 3250, Washington DC 20250
202-720-7558
"
10.254,Program of Research on the Economic of Invasive Species Management (PREISM),"AGRICULTURE, DEPARTMENT OF",ECONOMIC RESEARCH SERVICE,"10.500, 10.200, 10.202, 10.700, 10.001, 10.203, 10.153",12-Sep-14,B - Cooperative Agreements (Discretionary Grants),23-Aug-13,False,"Nancy A. Thomas
355 E Street SW, Room 7-174, Washington DC 20024-3231
2026945008
"
66.81,Chemical Emergency Preparedness and Prevention (CEPP) Technical Assistance Grants Program,ENVIRONMENTAL PROTECTION AGENCY,,,9-Sep-14,B - Cooperative Agreements,23-Aug-13,False,"Sherry Fielding,
OSWER/OEM/POCD (5104A), EPA HQ, Ariel Rios Building, 1200 Pennsylvania Ave., NW, Washington DC 20460
(202) 564-6174.
"
66.035,Community Action for a Renewed Environment (CARE) Program,ENVIRONMENTAL PROTECTION AGENCY,,,9-Sep-14,B - Project Grants,2-Aug-13,False,"Marva King
EPA Headquarters, Ariel Rios Building , 1200 Pennsylvania Avenue, N. W. , Mail Code: 6101A 
, Washington DC 20460
(202) 564-2599.
"
16.111,Joint Law Enforcement Operations (JLEO),"JUSTICE, DEPARTMENT OF","OFFICES, BOARDS AND DIVISIONS",,9-Sep-14,B - Cooperative Agreements,29-Mar-13,False,"Gene Patton
1400 New York Avenue, NW
2nd Floor, Washington  DC 20005
202-514-1263
"
66.478,Water Security Training and Technical Assistance and Water Security Initiative Contamination Warning System Pilots,ENVIRONMENTAL PROTECTION AGENCY,,66.474,3-Sep-14,B - Cooperative Agreements,30-Jul-13,False,"Nancy Muzzy,
EPA, Water Security Division, Mail Code 140, 26 W. Martin Luther King Drive, Cincinnati OH 45268
513-569-7864.
"
66.471,State Grants to Reimburse Operators of Small Water Systems for Training and Certification Costs,ENVIRONMENTAL PROTECTION AGENCY,,66.468,3-Sep-14,A - Formula Grants,26-Jul-13,False,"Allison Watanabe
Protection Branch (4606M), Drinking Water Protection Division, Office of Groundwater and Drinking Water, U.S. Environmental Protection Agency, Washington DC 20460
(202) 564-0128
"
97.016,Reimbursement for Firefighting on Federal Property,"HOMELAND SECURITY, DEPARTMENT OF",,,27-Aug-14,C - Direct Payments for Specified Use,22-Jun-13,False,"Headquarters: Dept of Homeland Security, Federal Emergency Management Agency (FEMA)
245 Murray Lane, Bldg 410, Washington  DC 20523
(1-866) 927-5646
"
93.058,"Tobacco Regulation Awareness, Communication, and Education Program","HEALTH AND HUMAN SERVICES, DEPARTMENT OF",FOOD AND DRUG ADMINISTRATION,,25-Aug-14,B - Cooperative Agreements,21-Aug-13,False,"Tracy Galloway
FDA/ CTP
Office of Health Communication and Education 
9200 Corporate Blvd., Rockville MD 20850
301-796-9210
"
15.513,Dutch John Federal Property and Disposition  Assistance Act,"INTERIOR, DEPARTMENT OF THE",BUREAU OF RECLAMATION,,23-Aug-14,B - Project Grants,3-May-13,False,"Mr. C. Steven Hulet
1849 C Street, NW , District of Columbia WA 20240
(435) 885-3238
"
93.731,ARRA - Prevention and Wellness - Leveraging National Organizations,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",IMMED OFFICE OF THE SECRETARY OF HEALTH AND HUMAN SERVICES,,18-Aug-14,B - Cooperative Agreements,12-Sep-13,False,"Eric C. West
Tower Building Suite 550
1101 Wootton Parkway, Rockville MD 20852
2404538822
"
84.275,Rehabilitation Training_General Training,"EDUCATION, DEPARTMENT OF",OFFICE OF SPECIAL EDUCATION AND REHABILITATIVE SERVICES,"84.264, 84.160, 84.129, 84.235, 84.265, 84.246",14-Aug-14,B - Project Grants,23-Aug-13,False,"Tom Finch,
Department of Education, OSERS Rehabilitation Services Administration, 400 Maryland Ave., SW,, Washington DC 20202
(202) 245-7343.
"
93.414,ARRA - State Primary Care Offices,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",HEALTH RESOURCES AND SERVICES ADMINISTRATION,"93.130, 93.288, 93.162",11-Aug-14,B - Cooperative Agreements,16-Aug-13,False,"Office of Shortage Designation 
5600 Fishers Lane, Room 9A-55, Rockville MD 20857
(301) 594-0816.
"
93.415,ARRA - Centers of Excellence,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",HEALTH RESOURCES AND SERVICES ADMINISTRATION,93.157,11-Aug-14,B - Project Grants,22-Aug-13,False,"Violet Woo
5600 Fishers Lane, Room 9C-26, Rockville MD 20857
(301) 443-8032
"
93.42,ARRA - Community Health Applied Research Network,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",HEALTH RESOURCES AND SERVICES ADMINISTRATION,,11-Aug-14,Z - Salaries and Expenses,15-Aug-13,False,"Robert Mills,  
5600 Fishers Lane, Room 7C-07, Rockville MD 20857
(301) 443-3899.
"
93.404,ARRA  Dental Public Health Residency Training Grants,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",HEALTH RESOURCES AND SERVICES ADMINISTRATION,93.236,11-Aug-14,B - Project Grants,22-Aug-13,False,"Division of Medicine and Dentistry, Bureau of Health Professions, HRSA
5600 Fishers Lane, Room 9A-27, Rockville MD 20857
(301) 443-6190
"
93.402,ARRA - State Loan Repayment Program,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",HEALTH RESOURCES AND SERVICES ADMINISTRATION,93.162,11-Aug-14,B - Project Grants,16-Aug-13,False,"Bureau of Clinician Recruitment and Service, Health Resources and Services Administration, Department of Health and Human Services
5600 Fishers Lane, Room 8-37, Rockville MD 20857
(301) 594-4400
"
93.212,Chiropractic Demonstration Project Grants,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",HEALTH RESOURCES AND SERVICES ADMINISTRATION,,11-Aug-14,B - Project Grants,22-Aug-13,False,"CAPT Young Song
5600 Fishers Lane, Room 9C-05, Rockville MD 20857
(301) 443-3353
"
14.199,Multifamily Property Disposition,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",Office of Housing-Federal Housing Commissioner,14.871,11-Aug-14,C - Direct Payments for Specified Use,9-Aug-14,False,"Scott R. Bearden
801 Cherry Street, Fort Worth TX 76102
(817) 978-5804 
"
14.167,"Mortgage Insurance_Two Year Operating Loss Loans, Section 223(d)","HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",Office of Housing-Federal Housing Commissioner,,11-Aug-14,F - Guaranteed/Insured Loans,9-Aug-14,False,"Carmelita James
451 Seventh Street SW, washington DC 20410
(202) 402-2579
"
